Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MS40RTC-W-260-IVSD-TR"
756,"387"
757,"409"
758,"394"
759,"391"
760,"374"
761,"367"
762,"385"
763,"373"
764,"395"
765,"422"
766,"385"
767,"395"
768,"427"
769,"388"
770,"391"
771,"411"
772,"428"
773,"418"
774,"419"
775,"406"
776,"395"
777,"386"
778,"389"
779,"401"
780,"402"
781,"409"
782,"397"
783,"435"
784,"477"
785,"419"
786,"434"
787,"448"
788,"467"
789,"536"
790,"563"
791,"567"
792,"672"
793,"686"
794,"767"
795,"815"
796,"866"
797,"855"
798,"876"
799,"896"
800,"858"
801,"797"
802,"773"
803,"727"
804,"695"
805,"605"
806,"601"
807,"546"
808,"530"
809,"507"
810,"526"
811,"470"
812,"519"
813,"520"
814,"478"
815,"435"
816,"462"
817,"448"
818,"475"
819,"455"
820,"436"
821,"437"
822,"432"
823,"410"
824,"440"
825,"437"
826,"423"
827,"440"
828,"426"
829,"439"
830,"452"
831,"441"
832,"465"
833,"453"
834,"458"
835,"409"
836,"452"
837,"447"
838,"460"
839,"445"
840,"461"
841,"453"
842,"431"
843,"399"
844,"458"
845,"451"
846,"448"
847,"495"
848,"448"
849,"461"
850,"457"
851,"486"
852,"484"
853,"455"
854,"468"
855,"511"
856,"485"
857,"431"
858,"459"
859,"482"
860,"502"
861,"467"
862,"548"
863,"463"
864,"533"
865,"502"
866,"488"
867,"456"
868,"513"
869,"491"
870,"481"
871,"529"
872,"507"
873,"520"
874,"578"
875,"507"
876,"541"
877,"530"
878,"557"
879,"591"
880,"565"
881,"558"
882,"553"
883,"540"
884,"580"
885,"580"
886,"519"
887,"567"
888,"559"
889,"574"
890,"555"
891,"542"
892,"523"
893,"570"
894,"552"
895,"559"
896,"584"
897,"553"
898,"588"
899,"551"
900,"606"
901,"582"
902,"591"
903,"594"
904,"605"
905,"601"
906,"618"
907,"620"
908,"597"
909,"613"
910,"612"
911,"672"
912,"616"
913,"620"
914,"641"
915,"684"
916,"663"
917,"646"
918,"685"
919,"679"
920,"699"
921,"741"
922,"747"
923,"725"
924,"748"
925,"781"
926,"766"
927,"816"
928,"794"
929,"848"
930,"829"
931,"880"
932,"922"
933,"971"
934,"991"
935,"1080"
936,"1077"
937,"1115"
938,"1158"
939,"1173"
940,"1246"
941,"1287"
942,"1373"
943,"1431"
944,"1526"
945,"1590"
946,"1581"
947,"1673"
948,"1703"
949,"1838"
950,"1904"
951,"1960"
952,"2054"
953,"2079"
954,"2129"
955,"2134"
956,"2075"
957,"2156"
958,"2179"
959,"2208"
960,"2171"
961,"2208"
962,"2172"
963,"2160"
964,"2088"
965,"2042"
966,"2025"
967,"1909"
968,"1928"
969,"1797"
970,"1782"
971,"1697"
972,"1681"
973,"1553"
974,"1519"
975,"1437"
976,"1390"
977,"1288"
978,"1240"
979,"1221"
980,"1158"
981,"1094"
982,"1070"
983,"1004"
984,"1004"
985,"962"
986,"842"
987,"865"
988,"853"
989,"781"
990,"821"
991,"785"
992,"795"
993,"750"
994,"710"
995,"685"
996,"683"
997,"688"
998,"642"
999,"605"
1000,"640"
1001,"682"
1002,"643"
1003,"687"
1004,"671"
1005,"722"
1006,"850"
1007,"910"
1008,"1047"
1009,"1100"
1010,"1143"
1011,"1308"
1012,"1400"
1013,"1432"
1014,"1533"
1015,"1586"
1016,"1657"
1017,"1715"
1018,"1738"
1019,"1660"
1020,"1592"
1021,"1522"
1022,"1442"
1023,"1308"
1024,"1239"
1025,"1042"
1026,"1001"
1027,"946"
1028,"830"
1029,"746"
1030,"657"
1031,"613"
1032,"586"
1033,"574"
1034,"609"
1035,"597"
1036,"528"
1037,"522"
1038,"565"
1039,"549"
1040,"562"
1041,"563"
1042,"562"
1043,"579"
1044,"546"
1045,"657"
1046,"632"
1047,"636"
1048,"680"
1049,"663"
1050,"704"
1051,"726"
1052,"740"
1053,"739"
1054,"786"
1055,"819"
1056,"898"
1057,"928"
1058,"1008"
1059,"1092"
1060,"1049"
1061,"1155"
1062,"1222"
1063,"1213"
1064,"1307"
1065,"1372"
1066,"1318"
1067,"1405"
1068,"1331"
1069,"1268"
1070,"1239"
1071,"1186"
1072,"1162"
1073,"1137"
1074,"1018"
1075,"1036"
1076,"999"
1077,"930"
1078,"851"
1079,"844"
1080,"814"
1081,"804"
1082,"789"
1083,"750"
1084,"743"
1085,"731"
1086,"733"
1087,"721"
1088,"708"
1089,"702"
1090,"697"
1091,"714"
1092,"691"
1093,"667"
1094,"644"
1095,"645"
1096,"634"
1097,"601"
1098,"595"
1099,"589"
1100,"612"
1101,"592"
1102,"592"
1103,"585"
1104,"582"
1105,"523"
1106,"524"
1107,"569"
1108,"563"
1109,"509"
1110,"551"
1111,"504"
1112,"509"
1113,"524"
1114,"522"
1115,"540"
1116,"521"
1117,"459"
1118,"499"
1119,"509"
1120,"479"
1121,"515"
1122,"491"
1123,"452"
1124,"478"
1125,"482"
1126,"469"
1127,"486"
1128,"461"
1129,"443"
1130,"523"
1131,"473"
1132,"458"
1133,"463"
1134,"426"
1135,"510"
1136,"548"
1137,"467"
1138,"493"
1139,"614"
1140,"542"
1141,"573"
1142,"625"
1143,"637"
1144,"596"
1145,"695"
1146,"661"
1147,"638"
1148,"660"
1149,"602"
1150,"577"
1151,"536"
1152,"553"
1153,"537"
1154,"476"
1155,"478"
1156,"478"
1157,"476"
1158,"451"
1159,"468"
1160,"469"
1161,"461"
1162,"440"
1163,"446"
1164,"459"
1165,"487"
1166,"469"
1167,"443"
1168,"493"
1169,"464"
1170,"479"
1171,"475"
1172,"446"
1173,"423"
1174,"446"
1175,"427"
1176,"400"
1177,"412"
1178,"413"
1179,"441"
1180,"413"
1181,"416"
1182,"455"
1183,"425"
1184,"409"
1185,"404"
1186,"439"
1187,"432"
1188,"426"
1189,"441"
1190,"416"
1191,"425"
1192,"435"
1193,"457"
1194,"457"
1195,"495"
1196,"471"
1197,"511"
1198,"501"
1199,"458"
1200,"488"
1201,"514"
1202,"503"
1203,"520"
1204,"516"
1205,"469"
1206,"462"
1207,"476"
1208,"466"
1209,"446"
1210,"431"
1211,"433"
1212,"400"
1213,"361"
1214,"424"
1215,"415"
1216,"436"
1217,"407"
1218,"428"
1219,"433"
1220,"401"
1221,"438"
1222,"418"
1223,"445"
1224,"399"
1225,"407"
1226,"414"
1227,"414"
1228,"423"
1229,"400"
1230,"437"
1231,"387"
1232,"408"
1233,"396"
1234,"416"
1235,"394"
1236,"421"
1237,"378"
1238,"405"
1239,"349"
1240,"399"
1241,"379"
1242,"410"
1243,"421"
1244,"389"
1245,"415"
1246,"416"
1247,"375"
1248,"363"
1249,"361"
1250,"384"
1251,"362"
1252,"395"
1253,"394"
1254,"409"
1255,"368"
1256,"376"
1257,"385"
1258,"395"
1259,"401"
1260,"388"
1261,"400"
1262,"379"
1263,"375"
1264,"353"
1265,"367"
1266,"382"
1267,"383"
1268,"371"
1269,"414"
1270,"356"
1271,"394"
1272,"392"
1273,"362"
1274,"356"
1275,"359"
1276,"393"
1277,"401"
1278,"411"
1279,"381"
1280,"366"
1281,"372"
1282,"424"
1283,"356"
1284,"383"
1285,"363"
1286,"331"
1287,"328"
1288,"361"
1289,"362"
1290,"351"
1291,"337"
1292,"391"
1293,"371"
1294,"365"
1295,"364"
1296,"357"
1297,"382"
1298,"371"
1299,"345"
1300,"357"
1301,"385"
1302,"365"
1303,"348"
1304,"347"
1305,"329"
1306,"332"
1307,"356"
1308,"361"
1309,"335"
1310,"392"
1311,"340"
1312,"366"
1313,"360"
1314,"359"
1315,"346"
1316,"357"
1317,"390"
1318,"349"
1319,"351"
1320,"321"
1321,"354"
1322,"316"
1323,"379"
1324,"315"
1325,"338"
1326,"361"
1327,"335"
1328,"314"
1329,"347"
1330,"341"
1331,"362"
1332,"347"
1333,"349"
1334,"332"
1335,"312"
1336,"348"
1337,"355"
1338,"343"
1339,"330"
1340,"320"
1341,"354"
1342,"355"
1343,"347"
1344,"326"
1345,"323"
1346,"326"
1347,"332"
1348,"333"
1349,"303"
1350,"312"
1351,"341"
1352,"341"
1353,"324"
1354,"301"
1355,"325"
1356,"321"
1357,"357"
1358,"319"
1359,"291"
1360,"303"
1361,"333"
1362,"331"
1363,"341"
1364,"335"
1365,"323"
1366,"330"
1367,"349"
1368,"319"
1369,"313"
1370,"308"
1371,"319"
1372,"338"
1373,"328"
1374,"316"
1375,"290"
1376,"322"
1377,"301"
1378,"296"
1379,"324"
1380,"316"
1381,"325"
1382,"303"
1383,"317"
1384,"318"
1385,"307"
1386,"300"
1387,"321"
1388,"293"
1389,"263"
1390,"300"
1391,"352"
1392,"337"
1393,"313"
1394,"318"
1395,"334"
1396,"294"
1397,"272"
1398,"310"
1399,"298"
1400,"288"
1401,"306"
1402,"303"
1403,"305"
1404,"322"
1405,"292"
1406,"301"
1407,"278"
1408,"315"
1409,"294"
1410,"270"
1411,"273"
1412,"273"
1413,"285"
1414,"281"
1415,"275"
1416,"280"
1417,"327"
1418,"286"
1419,"299"
1420,"281"
1421,"304"
1422,"276"
1423,"278"
1424,"293"
1425,"270"
1426,"285"
1427,"254"
1428,"258"
1429,"250"
1430,"267"
1431,"277"
1432,"280"
1433,"296"
1434,"254"
1435,"298"
1436,"299"
1437,"275"
1438,"265"
1439,"274"
1440,"267"
1441,"279"
1442,"279"
1443,"258"
1444,"285"
1445,"290"
1446,"263"
1447,"272"
1448,"243"
1449,"281"
1450,"240"
1451,"241"
1452,"253"
1453,"258"
1454,"238"
1455,"277"
1456,"233"
1457,"260"
1458,"237"
1459,"304"
1460,"265"
1461,"241"
1462,"243"
1463,"242"
1464,"264"
1465,"249"
1466,"252"
1467,"266"
1468,"239"
1469,"240"
1470,"256"
1471,"262"
1472,"230"
1473,"239"
1474,"252"
1475,"248"
1476,"212"
1477,"250"
1478,"248"
1479,"242"
1480,"256"
1481,"245"
1482,"240"
1483,"252"
1484,"247"
1485,"247"
1486,"238"
1487,"239"
1488,"249"
1489,"237"
1490,"229"
1491,"237"
1492,"234"
1493,"237"
1494,"244"
1495,"237"
1496,"220"
1497,"227"
1498,"240"
1499,"229"
1500,"196"
1501,"234"
1502,"217"
1503,"235"
1504,"256"
1505,"232"
1506,"210"
1507,"225"
1508,"195"
1509,"236"
1510,"211"
1511,"214"
1512,"236"
1513,"219"
1514,"200"
1515,"213"
1516,"221"
1517,"188"
1518,"220"
1519,"224"
1520,"228"
1521,"200"
1522,"215"
1523,"211"
1524,"206"
1525,"186"
1526,"219"
1527,"197"
1528,"210"
1529,"215"
1530,"222"
1531,"181"
1532,"199"
1533,"213"
1534,"244"
1535,"182"
1536,"200"
1537,"219"
1538,"207"
1539,"221"
1540,"216"
1541,"216"
1542,"192"
1543,"182"
1544,"206"
1545,"205"
1546,"168"
1547,"194"
1548,"187"
1549,"205"
1550,"191"
1551,"184"
1552,"177"
1553,"176"
1554,"180"
1555,"190"
1556,"188"
1557,"177"
1558,"157"
1559,"192"
1560,"153"
1561,"181"
1562,"175"
1563,"187"
1564,"179"
1565,"159"
1566,"166"
1567,"148"
1568,"190"
1569,"166"
1570,"166"
1571,"174"
1572,"174"
1573,"177"
1574,"183"
1575,"183"
1576,"172"
1577,"154"
1578,"168"
1579,"147"
1580,"159"
1581,"201"
1582,"166"
1583,"154"
1584,"159"
1585,"160"
1586,"155"
1587,"164"
1588,"148"
1589,"164"
1590,"147"
1591,"187"
1592,"163"
1593,"167"
1594,"175"
1595,"147"
1596,"181"
1597,"165"
1598,"162"
1599,"162"
1600,"189"
1601,"179"
1602,"169"
1603,"185"
1604,"175"
1605,"169"
1606,"155"
1607,"168"
1608,"163"
1609,"172"
1610,"163"
1611,"161"
1612,"177"
1613,"179"
1614,"165"
1615,"167"
1616,"165"
1617,"163"
1618,"193"
1619,"163"
1620,"180"
1621,"166"
1622,"211"
1623,"181"
1624,"147"
1625,"190"
1626,"186"
1627,"165"
1628,"181"
1629,"157"
1630,"132"
1631,"172"
1632,"160"
1633,"145"
1634,"150"
1635,"123"
1636,"134"
1637,"151"
1638,"138"
1639,"114"
1640,"120"
1641,"114"
1642,"107"
1643,"135"
1644,"103"
1645,"128"
1646,"121"
1647,"119"
1648,"112"
1649,"117"
1650,"122"
1651,"91"
1652,"128"
1653,"95"
1654,"108"
1655,"105"
1656,"97"
1657,"110"
1658,"113"
1659,"107"
1660,"111"
1661,"97"
1662,"111"
1663,"89"
1664,"121"
1665,"91"
1666,"103"
1667,"101"
1668,"99"
1669,"106"
1670,"91"
1671,"108"
1672,"102"
1673,"92"
1674,"98"
1675,"84"
1676,"64"
1677,"80"
1678,"85"
1679,"103"
1680,"88"
1681,"62"
1682,"77"
1683,"83"
1684,"94"
1685,"73"
1686,"79"
1687,"73"
1688,"81"
1689,"80"
1690,"66"
1691,"76"
1692,"75"
1693,"87"
1694,"72"
1695,"80"
1696,"89"
1697,"67"
1698,"77"
1699,"75"
1700,"85"
1701,"63"
1702,"75"
1703,"61"
1704,"69"
1705,"80"
1706,"66"
1707,"79"
1708,"55"
1709,"58"
1710,"76"
1711,"71"
1712,"62"
1713,"58"
1714,"60"
1715,"64"
1716,"57"
1717,"71"
1718,"66"
1719,"53"
1720,"65"
1721,"54"
1722,"56"
1723,"43"
1724,"55"
1725,"42"
1726,"34"
1727,"45"
1728,"50"
1729,"48"
1730,"46"
1731,"62"
1732,"34"
1733,"46"
1734,"39"
1735,"42"
1736,"50"
1737,"47"
1738,"33"
1739,"41"
1740,"38"
1741,"42"
1742,"39"
1743,"50"
1744,"42"
1745,"34"
1746,"52"
1747,"37"
1748,"34"
1749,"35"
1750,"31"
1751,"38"
1752,"17"
1753,"23"
1754,"32"
1755,"29"
1756,"28"
1757,"29"
1758,"25"
1759,"32"
1760,"30"
1761,"32"
1762,"34"
1763,"22"
1764,"30"
1765,"29"
1766,"30"
1767,"34"
1768,"22"
1769,"23"
1770,"23"
1771,"23"
1772,"28"
1773,"23"
1774,"24"
1775,"17"
1776,"15"
1777,"17"
1778,"16"
1779,"21"
1780,"20"
1781,"22"
1782,"21"
1783,"17"
1784,"18"
1785,"19"
1786,"15"
1787,"19"
1788,"17"
1789,"13"
1790,"12"
1791,"19"
1792,"14"
1793,"12"
1794,"16"
1795,"11"
1796,"13"
1797,"17"
1798,"10"
1799,"17"
1800,"9"
1801,"14"
1802,"10"
1803,"13"
1804,"8"
1805,"10"
1806,"8"
1807,"11"
1808,"16"
1809,"11"
1810,"9"
1811,"15"
1812,"5"
1813,"10"
1814,"13"
1815,"15"
1816,"10"
1817,"8"
1818,"11"
1819,"11"
1820,"7"
1821,"13"
1822,"9"
1823,"12"
1824,"6"
1825,"16"
1826,"9"
1827,"11"
1828,"21"
1829,"13"
1830,"7"
1831,"14"
1832,"12"
1833,"20"
1834,"13"
1835,"7"
1836,"10"
1837,"11"
1838,"8"
1839,"14"
1840,"10"
1841,"7"
1842,"8"
1843,"8"
1844,"7"
1845,"8"
1846,"9"
1847,"7"
1848,"5"
1849,"6"
1850,"6"
1851,"6"
1852,"3"
1853,"9"
1854,"6"
1855,"9"
1856,"6"
1857,"8"
1858,"3"
1859,"10"
1860,"2"
1861,"6"
1862,"5"
1863,"5"
1864,"8"
1865,"1"
1866,"3"
1867,"5"
1868,"2"
1869,"5"
1870,"6"
1871,"6"
1872,"3"
1873,"5"
1874,"5"
1875,"6"
1876,"9"
1877,"7"
1878,"6"
1879,"4"
1880,"7"
1881,"6"
1882,"3"
1883,"5"
1884,"7"
1885,"3"
1886,"7"
1887,"2"
1888,"5"
1889,"4"
1890,"3"
1891,"4"
1892,"1"
1893,"6"
1894,"6"
1895,"4"
1896,"5"
1897,"10"
1898,"5"
1899,"3"
1900,"2"
1901,"4"
1902,"2"
1903,"0"
1904,"3"
1905,"4"
1906,"0"
1907,"1"
1908,"1"
1909,"2"
1910,"3"
1911,"1"
1912,"2"
1913,"0"
1914,"1"
1915,"1"
1916,"1"
1917,"2"
1918,"1"
1919,"3"
1920,"1"
1921,"2"
1922,"4"
1923,"2"
1924,"2"
1925,"4"
1926,"0"
1927,"0"
1928,"4"
1929,"5"
1930,"3"
1931,"1"
1932,"1"
1933,"4"
1934,"3"
1935,"2"
1936,"3"
1937,"1"
1938,"0"
1939,"0"
1940,"3"
1941,"2"
1942,"1"
1943,"1"
1944,"1"
1945,"1"
1946,"0"
1947,"1"
1948,"3"
1949,"0"
1950,"0"
1951,"1"
1952,"1"
1953,"1"
1954,"1"
1955,"1"
1956,"1"
1957,"2"
1958,"0"
1959,"2"
1960,"1"
1961,"0"
1962,"2"
1963,"2"
1964,"4"
1965,"1"
1966,"0"
1967,"0"
1968,"0"
1969,"2"
1970,"2"
1971,"1"
1972,"0"
1973,"1"
1974,"1"
1975,"0"
1976,"0"
1977,"1"
1978,"1"
1979,"0"
1980,"0"
1981,"1"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"2"
1987,"1"
1988,"0"
1989,"0"
1990,"1"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"1"
1996,"4"
1997,"1"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"1"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"1"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"1"
2025,"0"
2026,"0"
2027,"1"
2028,"1"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"1"
2034,"0"
2035,"1"
2036,"0"
2037,"0"
2038,"1"
2039,"0"
2040,"0"
2041,"1"
2042,"0"
2043,"0"
2044,"1"
2045,"0"
2046,"0"
2047,"0"


