Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MS15BL-1-122-IVSD-MAJ"
203,"13223"
204,"11678"
205,"9218"
206,"6533"
207,"4345"
208,"2834"
209,"1851"
210,"1414"
211,"1277"
212,"1106"
213,"1157"
214,"1231"
215,"1189"
216,"1178"
217,"1170"
218,"1265"
219,"1360"
220,"1578"
221,"1914"
222,"2637"
223,"3731"
224,"5072"
225,"6650"
226,"7907"
227,"8580"
228,"8488"
229,"7628"
230,"6188"
231,"4824"
232,"3559"
233,"2725"
234,"2326"
235,"1999"
236,"1837"
237,"1825"
238,"1712"
239,"1702"
240,"1743"
241,"1693"
242,"1855"
243,"2011"
244,"2264"
245,"2489"
246,"2831"
247,"3124"
248,"3328"
249,"3286"
250,"3335"
251,"3184"
252,"2825"
253,"2480"
254,"2329"
255,"2086"
256,"2016"
257,"1971"
258,"1964"
259,"2012"
260,"2028"
261,"2080"
262,"2081"
263,"2015"
264,"2140"
265,"2117"
266,"2274"
267,"2382"
268,"2547"
269,"2927"
270,"3254"
271,"3463"
272,"3790"
273,"3786"
274,"3722"
275,"3525"
276,"3126"
277,"2917"
278,"2653"
279,"2455"
280,"2344"
281,"2363"
282,"2375"
283,"2293"
284,"2303"
285,"2350"
286,"2407"
287,"2394"
288,"2467"
289,"2423"
290,"2462"
291,"2554"
292,"2649"
293,"2704"
294,"2961"
295,"3030"
296,"3247"
297,"3244"
298,"3342"
299,"3221"
300,"3208"
301,"3140"
302,"2968"
303,"3015"
304,"2867"
305,"2900"
306,"2787"
307,"2930"
308,"2944"
309,"2929"
310,"3006"
311,"3102"
312,"3450"
313,"4142"
314,"5627"
315,"8333"
316,"13710"
317,"22053"
318,"34437"
319,"50319"
320,"67323"
321,"82891"
322,"93685"
323,"95868"
324,"88161"
325,"75212"
326,"57591"
327,"41126"
328,"26957"
329,"16712"
330,"10084"
331,"6161"
332,"4242"
333,"3355"
334,"2888"
335,"2937"
336,"2778"
337,"2700"
338,"2790"
339,"2839"
340,"2834"
341,"2829"
342,"2908"
343,"2938"
344,"3038"
345,"3128"
346,"3365"
347,"3685"
348,"4022"
349,"5081"
350,"6341"
351,"8326"
352,"10676"
353,"13191"
354,"15255"
355,"16748"
356,"17029"
357,"16337"
358,"14335"
359,"11836"
360,"9177"
361,"6989"
362,"5314"
363,"4244"
364,"3466"
365,"3188"
366,"2982"
367,"2957"
368,"3010"
369,"2984"
370,"2987"
371,"3142"
372,"3309"
373,"3435"
374,"3707"
375,"4050"
376,"4013"
377,"4161"
378,"3859"
379,"3684"
380,"3581"
381,"3171"
382,"2974"
383,"2743"
384,"2624"
385,"2545"
386,"2551"
387,"2389"
388,"2411"
389,"2444"
390,"2345"
391,"2393"
392,"2387"
393,"2429"
394,"2421"
395,"2464"
396,"2484"
397,"2381"
398,"2449"
399,"2460"
400,"2494"
401,"2462"
402,"2570"
403,"2691"
404,"2718"
405,"2647"
406,"2700"
407,"2664"
408,"2608"
409,"2608"
410,"2549"
411,"2499"
412,"2508"
413,"2591"
414,"2434"
415,"2524"
416,"2514"
417,"2629"
418,"2467"
419,"2418"
420,"2487"
421,"2478"
422,"2339"
423,"2416"
424,"2380"
425,"2400"
426,"2367"
427,"2434"
428,"2494"
429,"2658"
430,"2722"
431,"2982"
432,"3246"
433,"3456"
434,"3460"
435,"3674"
436,"3579"
437,"3676"
438,"3379"
439,"3061"
440,"2957"
441,"2776"
442,"2496"
443,"2410"
444,"2411"
445,"2444"
446,"2425"
447,"2367"
448,"2330"
449,"2400"
450,"2399"
451,"2381"
452,"2414"
453,"2371"
454,"2285"
455,"2337"
456,"2395"
457,"2365"
458,"2269"
459,"2396"
460,"2313"
461,"2402"
462,"2408"
463,"2349"
464,"2420"
465,"2408"
466,"2414"
467,"2446"
468,"2443"
469,"2334"
470,"2356"
471,"2357"
472,"2310"
473,"2350"
474,"2400"
475,"2364"
476,"2411"
477,"2353"
478,"2338"
479,"2474"
480,"2507"
481,"2486"
482,"2584"
483,"2509"
484,"2455"
485,"2551"
486,"2488"
487,"2340"
488,"2386"
489,"2417"
490,"2293"
491,"2314"
492,"2351"
493,"2254"
494,"2229"
495,"2219"
496,"2171"
497,"2275"
498,"2269"
499,"2232"
500,"2313"
501,"2225"
502,"2178"
503,"2182"
504,"2166"
505,"2274"
506,"2207"
507,"2216"
508,"2271"
509,"2182"
510,"2200"
511,"2140"
512,"2138"
513,"2177"
514,"2144"
515,"2178"
516,"2108"
517,"2251"
518,"2145"
519,"2133"
520,"2150"
521,"2155"
522,"2130"
523,"2081"
524,"2134"
525,"2069"
526,"2051"
527,"2054"
528,"2098"
529,"1993"
530,"2024"
531,"2042"
532,"2095"
533,"2003"
534,"1964"
535,"2047"
536,"1940"
537,"2037"
538,"1852"
539,"1904"
540,"1905"
541,"2007"
542,"1957"
543,"2023"
544,"1908"
545,"1921"
546,"1815"
547,"1870"
548,"1833"
549,"1845"
550,"1815"
551,"1854"
552,"1830"
553,"1816"
554,"1852"
555,"1818"
556,"1747"
557,"1788"
558,"1883"
559,"1783"
560,"1764"
561,"1687"
562,"1866"
563,"1733"
564,"1707"
565,"1789"
566,"1693"
567,"1769"
568,"1699"
569,"1740"
570,"1722"
571,"1698"
572,"1735"
573,"1559"
574,"1600"
575,"1586"
576,"1711"
577,"1698"
578,"1599"
579,"1598"
580,"1544"
581,"1586"
582,"1554"
583,"1608"
584,"1561"
585,"1495"
586,"1506"
587,"1520"
588,"1477"
589,"1465"
590,"1528"
591,"1492"
592,"1477"
593,"1467"
594,"1448"
595,"1565"
596,"1504"
597,"1472"
598,"1412"
599,"1428"
600,"1468"
601,"1458"
602,"1412"
603,"1329"
604,"1411"
605,"1354"
606,"1395"
607,"1342"
608,"1298"
609,"1364"
610,"1319"
611,"1314"
612,"1318"
613,"1343"
614,"1327"
615,"1323"
616,"1313"
617,"1291"
618,"1234"
619,"1245"
620,"1242"
621,"1214"
622,"1262"
623,"1203"
624,"1202"
625,"1203"
626,"1195"
627,"1198"
628,"1199"
629,"1194"
630,"1113"
631,"1082"
632,"1125"
633,"1104"
634,"1132"
635,"1115"
636,"1160"
637,"1063"
638,"1091"
639,"1114"
640,"1080"
641,"1025"
642,"1028"
643,"1028"
644,"1067"
645,"1045"
646,"988"
647,"958"
648,"1016"
649,"1007"
650,"980"
651,"983"
652,"983"
653,"938"
654,"1014"
655,"899"
656,"926"
657,"857"
658,"895"
659,"883"
660,"804"
661,"828"
662,"826"
663,"862"
664,"801"
665,"770"
666,"790"
667,"822"
668,"796"
669,"773"
670,"750"
671,"698"
672,"723"
673,"727"
674,"758"
675,"728"
676,"683"
677,"709"
678,"713"
679,"662"
680,"693"
681,"655"
682,"622"
683,"608"
684,"590"
685,"589"
686,"569"
687,"579"
688,"565"
689,"553"
690,"509"
691,"525"
692,"509"
693,"497"
694,"501"
695,"474"
696,"476"
697,"444"
698,"464"
699,"414"
700,"425"
701,"393"
702,"389"
703,"388"
704,"405"
705,"353"
706,"375"
707,"350"
708,"348"
709,"357"
710,"312"
711,"297"
712,"308"
713,"286"
714,"255"
715,"234"
716,"264"
717,"224"
718,"224"
719,"238"
720,"189"
721,"202"
722,"191"
723,"166"
724,"170"
725,"184"
726,"144"
727,"159"
728,"126"
729,"139"
730,"132"
731,"116"
732,"134"
733,"115"
734,"120"
735,"103"
736,"98"
737,"103"
738,"85"
739,"94"
740,"82"
741,"66"
742,"76"
743,"65"
744,"61"
745,"47"
746,"47"
747,"45"
748,"41"
749,"44"
750,"36"
751,"23"
752,"25"
753,"18"
754,"16"
755,"11"
756,"10"
757,"15"
758,"11"
759,"14"
760,"7"
761,"5"
762,"9"
763,"7"
764,"9"
765,"3"
766,"9"
767,"4"
768,"8"
769,"6"
770,"8"
771,"10"
772,"5"
773,"3"
774,"4"
775,"4"
776,"1"
777,"8"
778,"6"
779,"5"
780,"2"
781,"6"
782,"8"
783,"6"
784,"3"
785,"3"
786,"4"
787,"6"
788,"5"
789,"5"
790,"2"
791,"6"
792,"4"
793,"7"
794,"8"
795,"6"
796,"5"
797,"7"
798,"4"
799,"8"
800,"6"
801,"1"
802,"4"
803,"5"
804,"5"
805,"7"
806,"3"
807,"5"
808,"7"
809,"5"
810,"6"
811,"10"
812,"7"
813,"4"
814,"0"
815,"7"
816,"7"
817,"2"
818,"3"
819,"5"
820,"6"
821,"2"
822,"3"
823,"4"
824,"4"
825,"4"
826,"4"
827,"5"
828,"6"
829,"8"
830,"4"
831,"2"
832,"2"
833,"1"
834,"6"
835,"7"
836,"7"
837,"4"
838,"4"
839,"2"
840,"2"
841,"3"
842,"3"
843,"5"
844,"2"
845,"2"
846,"5"
847,"7"
848,"1"
849,"4"
850,"2"
851,"5"
852,"2"
853,"6"
854,"6"
855,"0"
856,"1"
857,"1"
858,"7"
859,"7"
860,"2"
861,"1"
862,"3"
863,"9"
864,"1"
865,"2"
866,"3"
867,"6"
868,"3"
869,"4"
870,"4"
871,"3"
872,"3"
873,"4"
874,"2"
875,"3"
876,"1"
877,"7"
878,"1"
879,"1"
880,"3"
881,"4"
882,"1"
883,"6"
884,"2"
885,"2"
886,"2"
887,"2"
888,"4"
889,"5"
890,"4"
891,"5"
892,"2"
893,"4"
894,"3"
895,"2"
896,"1"
897,"4"
898,"1"
899,"4"
900,"2"
901,"4"
902,"2"
903,"5"
904,"1"
905,"1"
906,"3"
907,"3"
908,"6"
909,"2"
910,"2"
911,"0"
912,"4"
913,"4"
914,"2"
915,"2"
916,"3"
917,"4"
918,"0"
919,"2"
920,"0"
921,"2"
922,"2"
923,"0"
924,"2"
925,"2"
926,"2"
927,"2"
928,"3"
929,"3"
930,"3"
931,"2"
932,"3"
933,"4"
934,"1"
935,"3"
936,"0"
937,"4"
938,"1"
939,"3"
940,"2"
941,"2"
942,"3"
943,"3"
944,"1"
945,"3"
946,"2"
947,"2"
948,"1"
949,"1"
950,"2"
951,"0"
952,"1"
953,"0"
954,"3"
955,"3"
956,"1"
957,"0"
958,"3"
959,"0"
960,"3"
961,"3"
962,"0"
963,"3"
964,"3"
965,"3"
966,"0"
967,"2"
968,"2"
969,"4"
970,"0"
971,"6"
972,"0"
973,"0"
974,"0"
975,"3"
976,"0"
977,"1"
978,"1"
979,"1"
980,"1"
981,"0"
982,"2"
983,"1"
984,"1"
985,"2"
986,"2"
987,"2"
988,"1"
989,"2"
990,"2"
991,"4"
992,"0"
993,"2"
994,"1"
995,"1"
996,"2"
997,"0"
998,"0"
999,"3"
1000,"2"
1001,"1"
1002,"1"
1003,"4"
1004,"1"
1005,"0"
1006,"1"
1007,"2"
1008,"1"
1009,"0"
1010,"0"
1011,"1"
1012,"1"
1013,"0"
1014,"1"
1015,"0"
1016,"1"
1017,"0"
1018,"1"
1019,"2"
1020,"2"
1021,"1"
1022,"1"
1023,"1"
1024,"1"
1025,"1"
1026,"0"
1027,"1"
1028,"0"
1029,"0"
1030,"1"
1031,"1"
1032,"1"
1033,"1"
1034,"0"
1035,"1"
1036,"2"
1037,"1"
1038,"1"
1039,"2"
1040,"0"
1041,"1"
1042,"2"
1043,"1"
1044,"0"
1045,"1"
1046,"0"
1047,"0"
1048,"1"
1049,"1"
1050,"1"
1051,"0"
1052,"0"
1053,"0"
1054,"0"
1055,"0"
1056,"1"
1057,"0"
1058,"1"
1059,"2"
1060,"1"
1061,"1"
1062,"2"
1063,"0"
1064,"0"
1065,"0"
1066,"0"
1067,"1"
1068,"0"
1069,"0"
1070,"0"
1071,"0"
1072,"2"
1073,"0"
1074,"0"
1075,"1"
1076,"0"
1077,"0"
1078,"2"
1079,"0"
1080,"3"
1081,"0"
1082,"0"
1083,"1"
1084,"0"
1085,"0"
1086,"1"
1087,"0"
1088,"0"
1089,"1"
1090,"0"
1091,"0"
1092,"0"
1093,"1"
1094,"0"
1095,"0"
1096,"0"
1097,"0"
1098,"2"
1099,"0"
1100,"0"
1101,"1"
1102,"0"
1103,"1"
1104,"0"
1105,"1"
1106,"0"
1107,"1"
1108,"0"
1109,"2"
1110,"0"
1111,"0"
1112,"0"
1113,"0"
1114,"1"
1115,"0"
1116,"0"
1117,"1"
1118,"0"
1119,"0"
1120,"1"
1121,"0"
1122,"1"
1123,"0"
1124,"0"
1125,"0"
1126,"0"
1127,"0"
1128,"0"
1129,"0"
1130,"0"
1131,"2"
1132,"0"
1133,"1"
1134,"0"
1135,"1"
1136,"0"
1137,"2"
1138,"0"
1139,"0"
1140,"0"
1141,"0"
1142,"0"
1143,"0"
1144,"1"
1145,"0"
1146,"0"
1147,"0"
1148,"0"
1149,"1"
1150,"0"
1151,"1"
1152,"1"
1153,"1"
1154,"0"
1155,"0"
1156,"0"
1157,"1"
1158,"0"
1159,"1"
1160,"0"
1161,"0"
1162,"0"
1163,"0"
1164,"0"
1165,"1"
1166,"0"
1167,"0"
1168,"0"
1169,"0"
1170,"0"
1171,"1"
1172,"0"
1173,"0"
1174,"0"
1175,"0"
1176,"0"
1177,"0"
1178,"0"
1179,"0"
1180,"0"
1181,"0"
1182,"1"
1183,"0"
1184,"0"
1185,"0"
1186,"1"
1187,"1"
1188,"0"
1189,"0"
1190,"0"
1191,"0"
1192,"0"
1193,"0"
1194,"0"
1195,"1"
1196,"0"
1197,"0"
1198,"0"
1199,"0"
1200,"0"
1201,"0"
1202,"0"
1203,"0"
1204,"0"
1205,"0"
1206,"0"
1207,"0"
1208,"0"
1209,"0"
1210,"0"
1211,"0"
1212,"0"
1213,"0"
1214,"0"
1215,"0"
1216,"0"
1217,"0"
1218,"0"
1219,"0"
1220,"0"
1221,"0"
1222,"0"
1223,"0"
1224,"0"
1225,"0"
1226,"1"
1227,"0"
1228,"0"
1229,"0"
1230,"0"
1231,"0"
1232,"0"
1233,"0"
1234,"0"
1235,"0"
1236,"0"
1237,"0"
1238,"0"
1239,"0"
1240,"2"
1241,"0"
1242,"1"
1243,"0"
1244,"0"
1245,"0"
1246,"0"
1247,"0"
1248,"0"
1249,"0"
1250,"0"
1251,"1"
1252,"0"
1253,"0"
1254,"0"
1255,"0"
1256,"0"
1257,"0"
1258,"0"
1259,"0"
1260,"0"
1261,"0"
1262,"0"
1263,"0"
1264,"0"
1265,"0"
1266,"0"
1267,"0"
1268,"0"
1269,"0"
1270,"0"
1271,"0"
1272,"0"
1273,"0"
1274,"0"
1275,"0"
1276,"0"
1277,"0"
1278,"0"
1279,"0"
1280,"0"
1281,"0"
1282,"0"
1283,"0"
1284,"0"
1285,"0"
1286,"0"
1287,"0"
1288,"0"
1289,"0"
1290,"0"
1291,"0"
1292,"0"
1293,"0"
1294,"0"
1295,"0"
1296,"0"
1297,"1"
1298,"0"
1299,"0"
1300,"0"
1301,"0"
1302,"0"
1303,"0"
1304,"0"
1305,"0"
1306,"0"
1307,"0"
1308,"0"
1309,"0"
1310,"0"
1311,"0"
1312,"0"
1313,"0"
1314,"0"
1315,"0"
1316,"0"
1317,"1"
1318,"0"
1319,"0"
1320,"0"
1321,"0"
1322,"0"
1323,"0"
1324,"0"
1325,"0"
1326,"0"
1327,"0"
1328,"0"
1329,"0"
1330,"0"
1331,"0"
1332,"0"
1333,"0"
1334,"0"
1335,"0"
1336,"0"
1337,"0"
1338,"0"
1339,"0"
1340,"0"
1341,"0"
1342,"0"
1343,"0"
1344,"0"
1345,"0"
1346,"0"
1347,"0"
1348,"0"
1349,"0"
1350,"0"
1351,"0"
1352,"0"
1353,"0"
1354,"0"
1355,"0"
1356,"0"
1357,"0"
1358,"0"
1359,"0"
1360,"0"
1361,"0"
1362,"0"
1363,"0"
1364,"0"
1365,"0"
1366,"0"
1367,"0"
1368,"0"
1369,"0"
1370,"0"
1371,"0"
1372,"0"
1373,"0"
1374,"0"
1375,"0"
1376,"0"
1377,"0"
1378,"0"
1379,"0"
1380,"0"
1381,"0"
1382,"0"
1383,"0"
1384,"0"
1385,"0"
1386,"0"
1387,"0"
1388,"0"
1389,"0"
1390,"0"
1391,"0"
1392,"0"
1393,"0"
1394,"0"
1395,"0"
1396,"0"
1397,"0"
1398,"0"
1399,"0"
1400,"0"
1401,"0"
1402,"0"
1403,"0"
1404,"0"
1405,"0"
1406,"0"
1407,"0"
1408,"0"
1409,"0"
1410,"0"
1411,"0"
1412,"0"
1413,"0"
1414,"0"
1415,"0"
1416,"0"
1417,"0"
1418,"0"
1419,"0"
1420,"0"
1421,"0"
1422,"0"
1423,"0"
1424,"0"
1425,"0"
1426,"0"
1427,"0"
1428,"0"
1429,"0"
1430,"0"
1431,"0"
1432,"0"
1433,"0"
1434,"0"
1435,"0"
1436,"0"
1437,"0"
1438,"0"
1439,"0"
1440,"0"
1441,"0"
1442,"0"
1443,"0"
1444,"0"
1445,"0"
1446,"0"
1447,"0"
1448,"0"
1449,"0"
1450,"0"
1451,"0"
1452,"0"
1453,"0"
1454,"0"
1455,"0"
1456,"0"
1457,"0"
1458,"0"
1459,"0"
1460,"0"
1461,"0"
1462,"0"
1463,"0"
1464,"0"
1465,"0"
1466,"0"
1467,"0"
1468,"0"
1469,"0"
1470,"0"
1471,"0"
1472,"0"
1473,"0"
1474,"0"
1475,"0"
1476,"0"
1477,"0"
1478,"0"
1479,"0"
1480,"0"
1481,"0"
1482,"0"
1483,"0"
1484,"0"
1485,"0"
1486,"0"
1487,"0"
1488,"0"
1489,"0"
1490,"0"
1491,"0"
1492,"0"
1493,"0"
1494,"0"
1495,"0"
1496,"0"
1497,"0"
1498,"0"
1499,"0"
1500,"0"
1501,"0"
1502,"0"
1503,"0"
1504,"0"
1505,"0"
1506,"0"
1507,"0"
1508,"0"
1509,"0"
1510,"0"
1511,"0"
1512,"0"
1513,"0"
1514,"0"
1515,"0"
1516,"0"
1517,"0"
1518,"0"
1519,"0"
1520,"0"
1521,"0"
1522,"0"
1523,"0"
1524,"0"
1525,"0"
1526,"0"
1527,"0"
1528,"0"
1529,"0"
1530,"0"
1531,"0"
1532,"0"
1533,"0"
1534,"0"
1535,"0"
1536,"0"
1537,"0"
1538,"0"
1539,"0"
1540,"0"
1541,"0"
1542,"0"
1543,"0"
1544,"0"
1545,"0"
1546,"0"
1547,"0"
1548,"0"
1549,"0"
1550,"0"
1551,"0"
1552,"0"
1553,"0"
1554,"0"
1555,"0"
1556,"0"
1557,"0"
1558,"0"
1559,"0"
1560,"0"
1561,"0"
1562,"0"
1563,"0"
1564,"0"
1565,"0"
1566,"0"
1567,"0"
1568,"0"
1569,"0"
1570,"0"
1571,"0"
1572,"0"
1573,"0"
1574,"0"
1575,"0"
1576,"0"
1577,"0"
1578,"0"
1579,"0"
1580,"0"
1581,"0"
1582,"0"
1583,"0"
1584,"0"
1585,"0"
1586,"0"
1587,"0"
1588,"0"
1589,"0"
1590,"0"
1591,"0"
1592,"0"
1593,"0"
1594,"0"
1595,"0"
1596,"0"
1597,"0"
1598,"0"
1599,"0"
1600,"0"
1601,"0"
1602,"0"
1603,"0"
1604,"0"
1605,"0"
1606,"0"
1607,"0"
1608,"0"
1609,"0"
1610,"0"
1611,"0"
1612,"0"
1613,"0"
1614,"0"
1615,"0"
1616,"0"
1617,"0"
1618,"0"
1619,"0"
1620,"0"
1621,"0"
1622,"0"
1623,"0"
1624,"0"
1625,"0"
1626,"0"
1627,"0"
1628,"0"
1629,"0"
1630,"0"
1631,"0"
1632,"0"
1633,"0"
1634,"0"
1635,"0"
1636,"0"
1637,"0"
1638,"0"
1639,"0"
1640,"0"
1641,"0"
1642,"0"
1643,"0"
1644,"0"
1645,"0"
1646,"0"
1647,"0"
1648,"0"
1649,"0"
1650,"0"
1651,"0"
1652,"0"
1653,"0"
1654,"0"
1655,"0"
1656,"0"
1657,"0"
1658,"0"
1659,"0"
1660,"0"
1661,"0"
1662,"0"
1663,"0"
1664,"0"
1665,"0"
1666,"0"
1667,"0"
1668,"0"
1669,"0"
1670,"0"
1671,"0"
1672,"0"
1673,"0"
1674,"0"
1675,"0"
1676,"0"
1677,"0"
1678,"0"
1679,"0"
1680,"0"
1681,"0"
1682,"0"
1683,"0"
1684,"0"
1685,"0"
1686,"0"
1687,"0"
1688,"0"
1689,"0"
1690,"0"
1691,"0"
1692,"0"
1693,"0"
1694,"0"
1695,"0"
1696,"0"
1697,"0"
1698,"0"
1699,"0"
1700,"0"
1701,"0"
1702,"0"
1703,"0"
1704,"0"
1705,"0"
1706,"0"
1707,"0"
1708,"0"
1709,"0"
1710,"0"
1711,"0"
1712,"0"
1713,"0"
1714,"0"
1715,"0"
1716,"0"
1717,"0"
1718,"0"
1719,"0"
1720,"0"
1721,"0"
1722,"0"
1723,"0"
1724,"0"
1725,"0"
1726,"0"
1727,"0"
1728,"0"
1729,"0"
1730,"0"
1731,"0"
1732,"0"
1733,"0"
1734,"0"
1735,"0"
1736,"0"
1737,"0"
1738,"0"
1739,"0"
1740,"0"
1741,"0"
1742,"0"
1743,"0"
1744,"0"
1745,"0"
1746,"0"
1747,"0"
1748,"0"
1749,"0"
1750,"0"
1751,"0"
1752,"0"
1753,"0"
1754,"0"
1755,"0"
1756,"0"
1757,"0"
1758,"0"
1759,"0"
1760,"0"
1761,"0"
1762,"0"
1763,"0"
1764,"0"
1765,"0"
1766,"0"
1767,"0"
1768,"0"
1769,"0"
1770,"0"
1771,"0"
1772,"0"
1773,"0"
1774,"0"
1775,"0"
1776,"0"
1777,"0"
1778,"0"
1779,"0"
1780,"0"
1781,"0"
1782,"0"
1783,"0"
1784,"0"
1785,"0"
1786,"0"
1787,"0"
1788,"0"
1789,"0"
1790,"0"
1791,"0"
1792,"0"
1793,"0"
1794,"0"
1795,"0"
1796,"0"
1797,"0"
1798,"0"
1799,"0"
1800,"0"
1801,"0"
1802,"0"
1803,"0"
1804,"0"
1805,"0"
1806,"0"
1807,"0"
1808,"0"
1809,"0"
1810,"0"
1811,"0"
1812,"0"
1813,"0"
1814,"0"
1815,"0"
1816,"0"
1817,"0"
1818,"0"
1819,"0"
1820,"0"
1821,"0"
1822,"0"
1823,"0"
1824,"0"
1825,"0"
1826,"0"
1827,"0"
1828,"0"
1829,"0"
1830,"0"
1831,"0"
1832,"0"
1833,"0"
1834,"0"
1835,"0"
1836,"0"
1837,"0"
1838,"0"
1839,"0"
1840,"0"
1841,"0"
1842,"0"
1843,"0"
1844,"0"
1845,"0"
1846,"0"
1847,"0"
1848,"0"
1849,"0"
1850,"0"
1851,"0"
1852,"0"
1853,"0"
1854,"0"
1855,"0"
1856,"0"
1857,"0"
1858,"0"
1859,"0"
1860,"0"
1861,"0"
1862,"0"
1863,"0"
1864,"0"
1865,"0"
1866,"0"
1867,"0"
1868,"0"
1869,"0"
1870,"0"
1871,"0"
1872,"0"
1873,"0"
1874,"0"
1875,"0"
1876,"0"
1877,"0"
1878,"0"
1879,"0"
1880,"0"
1881,"0"
1882,"0"
1883,"0"
1884,"0"
1885,"0"
1886,"0"
1887,"0"
1888,"0"
1889,"0"
1890,"0"
1891,"0"
1892,"0"
1893,"0"
1894,"0"
1895,"0"
1896,"0"
1897,"0"
1898,"0"
1899,"0"
1900,"0"
1901,"0"
1902,"0"
1903,"0"
1904,"0"
1905,"0"
1906,"0"
1907,"0"
1908,"0"
1909,"0"
1910,"0"
1911,"0"
1912,"0"
1913,"0"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"0"
1919,"0"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"0"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
